rel_path	local_id	dump_id
items/mip_30/13-06-1179S_7ea69d2b4a7eb75d8f99070667f19b77168c4973/Dry_Creek.json	Dry_Creek	Dry_Creek_12
items/mip_30/15-07-0334S_20404e085b83f0e9cd9b7b1011361b117d3a1961/JOHNS_CREEK.json	JOHNS_CREEK	JOHNS_CREEK_3
items/mip_30/15-07-0334S_cec1a850cfb09f9eed282a6a0da6ac985d64242b/Bear_Creek.json	Bear_Creek	Bear_Creek_1
items/mip_30/15-07-0334S_f60211c45b2879538041103c18ed88174b0921fb/Big_River.json	Big_River	Big_River_1
items/mip_30/15-07-0891S_33e797f5d1fa2aeed8b26adbe5e75f7ea5d26bdc/Elm_Creek.json	Elm_Creek	Elm_Creek_5
items/mip_30/15-07-0891S_547203de994496a70d5c9bb0dc8d0d4b68e14822/Little_Creek.json	Little_Creek	Little_Creek_3
items/mip_30/15-07-0891S_564ae68e9c4f2d322d3e40b64591bd16ec164ea2/Long_Branch.json	Long_Branch	Long_Branch_8
items/mip_30/15-07-0891S_5976f269335177fb3a957b5130db10d44c634b8b/Unnamed_11.json	Unnamed_11	Unnamed_11_5
items/mip_30/15-07-0891S_5addab5ad41d5a732e87010a9d4ad1002a7e2017/Willow_Creek.json	Willow_Creek	Willow_Creek_11
items/mip_30/15-07-0891S_6936cefd72ccba2c3efddf33e474ee604dc3e2f9/Unnamed_10.json	Unnamed_10	Unnamed_10_6
items/mip_30/15-07-0891S_a1b050e4d75c166c2672cce243c27b1c7b77ff79/Unnamed_13.json	Unnamed_13	Unnamed_13_4
items/mip_30/15-07-0891S_a66f60770419554952d2e25b30e9424794533aee/Jordan_Creek.json	Jordan_Creek	Jordan_Creek_5
items/mip_30/15-07-0891S_d600f516add572ecc430003978254e7f732778ed/Unnamed_12.json	Unnamed_12	Unnamed_12_5
items/mip_30/16-03-0904P_1f55037e4513da6757bd56c227ed6ef6af00589f/Pre.json	Pre	Pre_2
items/mip_30/16-03-0904P_91b8a15af558e24d3048423527d3f1d0ff0a5467/post.json	post	post_3
items/mip_30/16-03-2420S_f693f17e3a9778a810d5dc2a576afdb941ac7bba/rattlesnake_creek_2_ras.json	rattlesnake_creek_2_ras	rattlesnake_creek_2_ras_1
items/mip_30/16-03-2422S_1e7c19189bd676d94f6a93bc3e24928d4e59f6f3/EFF.json	EFF	EFF_1
items/mip_30/16-03-2422S_4b6bcb8ccb133d355def6300f3838a751193c005/Lehigh_River_3_ras.json	Lehigh_River_3_ras	Lehigh_River_3_ras_2
items/mip_30/16-05-2345S_425edd49e3db178d42b4bdaa3b4ff6e1f492601a/NegroCreek.json	NegroCreek	NegroCreek_2
